Species,Plot,Observers,Date,Intersection,Height(cm),BasalDiam(cm),Distance (m)
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,N3,40,0.2,0.25
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,N4,46,0.2,0.68
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,N5,50,0.2,0.88
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,N2,70,0.4,0.5
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,N3,48,0.2,0.88
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,N4,64,0.5,1
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,N5,55,0.3,1.25
Viburnum Spp.,CS_67,IR & GR,2019-07-17,N2,63,0.4,1.63
Viburnum Spp.,CS_67,IR & GR,2019-07-17,N3,44,0.5,1.55
Amelanchier Spp.,CS_67,IR & GR,2019-07-17,N1,44,0.5,2.29
Amelanchier Spp.,CS_67,IR & GR,2019-07-17,N2,63,0.3,2.2
Viburnum Spp.,CS_67,IR & GR,2019-07-17,N4,52,0.8,2.97
Picea maria,CS_67,IR & GR,2019-07-17,N1,130,2.9,5.7
Viburnum Spp.,CS_67,IR & GR,2019-07-17,N5,45,1,8.6
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,E1,59,0.3,0.6
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,E1,50,0.4,1.02
Viburnum Spp.,CS_67,IR & GR,2019-07-17,E1,73,0.2,0.94
Picea glauca,CS_67,IR & GR,2019-07-17,E1,169,1.8,0.93
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,E2,41,0.2,2.42
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,E3,62,0.2,2.6
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,E4,54,0.2,2.67
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,E5,67,0.2,2.78
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,E2,55,0.2,2.73
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,E3,55,0.2,2.93
Viburnum Spp.,CS_67,IR & GR,2019-07-17,E2,40,0.3,3.56
Viburnum Spp.,CS_67,IR & GR,2019-07-17,E3,50,0.5,3.66
Viburnum Spp.,CS_67,IR & GR,2019-07-17,E4,45,0.3,3.4
Viburnum Spp.,CS_67,IR & GR,2019-07-17,E5,47,0.4,4.05
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,E4,47,0.4,4.44
Rhododendron groenlandicum,CS_67,IR & GR,2019-07-17,E1,72,0.5,4.61
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,E5,50,0.4,5.08
Picea maria,CS_67,IR & GR,2019-07-17,E1,66,1.9,6.26
Amelanchier Spp.,CS_67,IR & GR,2019-07-17,E1,70,0.9,7.1
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,S1,57,0.7,0.09
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,S2,47,0.1,0.34
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,S3,75,0.2,0.29
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,S4,66,0.3,0.41
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,S5,48.5,0.4,0.38
Sorbus america,CS_67,IR & GR,2019-07-17,S1,94,0.3,0.76
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,S1,68,0.5,1.16
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,S2,75,0.7,1.22
Amelanchier Spp.,CS_67,IR & GR,2019-07-17,S1,42,0.5,1.59
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,S3,40,0.3,1.81
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,S4,40.5,0.4,2.48
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,S5,52,0.2,2.42
Picea maria,CS_67,IR & GR,2019-07-17,S1,105,1.7,5.03
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,W1,60,0.3,0.77
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,W1,72,0.2,0.72
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,W2,57,0.2,0.92
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,W3,54,0.2,1.15
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,W2,54,0.3,1.13
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,W4,44,0.2,1.28
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,W5,45.5,0.2,1.18
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,W3,45,0.3,1.25
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,W4,47,0.4,1.4
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,W5,40,0.3,1.6
Picea maria,CS_67,IR & GR,2019-07-17,W1,124,2.7,7.5
Dryopteris intermedia,CS_68,IR & GR,2019-07-25,N1,59,0.3,0.11
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,N1,40,0.5,2.8
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,N2,50,0.3,3.03
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,N3,42,0.2,5.55
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,N4,40,0.2,4.3
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,N5,42,0.3,6
Acer rubrum,CS_68,IR & GR,2019-07-25,N1,56,0.4,7
Acer rubrum,CS_68,IR & GR,2019-07-25,N2,60,0.6,7
Acer rubrum,CS_68,IR & GR,2019-07-25,N3,51,0.7,7.18
Acer rubrum,CS_68,IR & GR,2019-07-25,N4,57,0.4,7.5
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,E1,42,0.3,1.79
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,E2,41,0.3,1.95
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,E3,41,0.2,3.32
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,E4,50,0.2,3.7
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,E5,45,0.2,5.6
Ribes Spp.,CS_68,IR & GR,2019-07-25,E1,43,0.2,6.9
Cornus stolonifera,CS_68,IR & GR,2019-07-25,E1,48,0.3,8
Acer rubrum,CS_68,IR & GR,2019-07-25,E1,40,0.3,8.73
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,S1,42,0.3,2.21
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,S2,40,0.3,2.38
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,S3,43,0.3,2.3
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,S4,52,0.4,2.61
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,S5,43,0.3,3.25
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,W1,42,0.3,0.4
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,W2,45,0.2,0.85
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,W3,40,0.4,1.18
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,W4,40,0.2,1.14
Aralia nudicaulis,CS_68,IR & GR,2019-07-25,W5,43.5,0.2,7.27
Vaccinium angustifolium ,CS_68,IR & GR,2019-07-25,W1,45,0.4,7.05
Vaccinium angustifolium ,CS_68,IR & GR,2019-07-25,W2,41,0.3,7.34
Kalmia angustifolia,CS_68,IR & GR,2019-07-25,W1,46,0.3,7.2
Vaccinium angustifolium ,CS_69,IR & GR,2019-07-15,S1,43,0.1,4.6
Kalmia angustifolia,CS_69,IR & GR,2019-07-15,S1,50,0.2,7.47
Kalmia angustifolia,CS_69,IR & GR,2019-07-15,S2,43.5,0.2,7.63
Kalmia angustifolia,CS_69,IR & GR,2019-07-15,S3,51.5,0.1,9.02
Vaccinium angustifolium ,CS_69,IR & GR,2019-07-15,W1,64,0.4,1.19
Vaccinium angustifolium ,CS_69,IR & GR,2019-07-15,W2,60,0.3,1.32
Kalmia angustifolia,CS_69,IR & GR,2019-07-15,W1,103,0.3,1.56
Kalmia angustifolia,CS_69,IR & GR,2019-07-15,W2,106,0.5,2
Kalmia angustifolia,CS_69,IR & GR,2019-07-15,W3,93,0.6,2.02
Kalmia angustifolia,CS_69,IR & GR,2019-07-15,W4,104,0.6,2.4
Kalmia angustifolia,CS_69,IR & GR,2019-07-15,W5,123,0.8,2.2
Vaccinium angustifolium ,CS_69,IR & GR,2019-07-15,W3,76,0.4,2.66
Vaccinium angustifolium ,CS_69,IR & GR,2019-07-15,W4,51.5,0.2,4.05
Vaccinium angustifolium ,CS_69,IR & GR,2019-07-15,W5,41.5,0.1,5.12
Amelanchier Spp.,CS_69,IR & GR,2019-07-15,W1,68.5,0.4,6.32
Amelanchier Spp.,CS_69,IR & GR,2019-07-15,W2,55,0.5,6.78
Amelanchier Spp.,CS_69,IR & GR,2019-07-15,W3,53.5,0.5,7.1
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,N1,98,0.5,0.08
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,N2,84,0.5,0.23
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,N3,53,0.2,0.18
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,N4,54.5,0.3,0.12
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,N5,72,0.6,0.1
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,N1,68,0.4,0.16
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,N2,42,0.2,0.29
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,N3,73,0.5,0.29
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,N4,60,0.5,0.67
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,N5,87,0.7,0.9
Viburnum Spp.,CS_70,IR & GR,2019-07-18,N1,45,0.4,4.36
Picea maria,CS_70,IR & GR,2019-07-18,N1,47,0.8,5
Viburnum Spp.,CS_70,IR & GR,2019-07-18,N2,52.5,0.3,5.58
Picea maria,CS_70,IR & GR,2019-07-18,N2,101,2.4,6.32
Picea maria,CS_70,IR & GR,2019-07-18,N3,99,1,9.19
Picea maria,CS_70,IR & GR,2019-07-18,N4,145,2.8,10
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,E1,80,0.6,0.5
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,E2,74,0.3,0.52
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,E3,53.5,0.2,0.6
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,E4,52,0.3,0.56
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,E5,46,0.2,0.54
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,E1,97,0.6,0.5
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,E2,82,0.7,0.7
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,E3,115,0.7,0.54
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,E4,80,0.4,0.9
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,E5,75,0.4,1.08
Chamaedaphne calyculata,CS_70,IR & GR,2019-07-18,E1,40,0.2,3.42
Viburnum Spp.,CS_70,IR & GR,2019-07-18,E1,52,0.3,3.63
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,S1,92,0.5,0.04
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,S1,83,0.3,0.12
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,S2,49,0.3,0.03
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,S3,41,0.2,0.36
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,S4,86.5,0.5,0.34
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,S5,53,0.2,0.54
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,S2,55,0.4,0.42
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,S3,93,0.6,0.98
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,S4,44,0.2,0.69
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,S5,65.5,0.5,1.15
Picea maria,CS_70,IR & GR,2019-07-18,S1,113,1.8,1.48
Picea maria,CS_70,IR & GR,2019-07-18,S2,123,2,3
Picea maria,CS_70,IR & GR,2019-07-18,S3,105,2,8.8
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,W1,61,0.3,0.5
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,W2,60,0.3,0.5
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,W3,70,0.3,0.52
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,W4,83,0.5,0.55
Kalmia angustifolia,CS_70,IR & GR,2019-07-18,W5,93,0.4,0.58
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,W1,62,0.4,0.5
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,W2,67,0.3,0.72
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,W3,68,0.5,0.78
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,W4,87,0.3,0.67
Rhododendron groenlandicum,CS_70,IR & GR,2019-07-18,W5,96.5,0.7,0.8
Viburnum Spp.,CS_70,IR & GR,2019-07-18,W1,53,0.2,2.4
Viburnum Spp.,CS_70,IR & GR,2019-07-18,W2,63,0.3,2.58
Viburnum Spp.,CS_70,IR & GR,2019-07-18,W3,55,0.4,3.4
Osmundastrum cinmomea,CS_70,IR & GR,2019-07-18,W1,111,0.5,4.18
Osmundastrum cinmomea,CS_70,IR & GR,2019-07-18,W2,97.5,0.4,4.37
Osmundastrum cinmomea,CS_70,IR & GR,2019-07-18,W3,97,0.5,4.7
Osmundastrum cinmomea,CS_70,IR & GR,2019-07-18,W4,68,0.4,4.7
Osmundastrum cinmomea,CS_70,IR & GR,2019-07-18,W5,91,0.5,5
Alnus inca,CS_70,IR & GR,2019-07-18,W1,48,0.5,4.17
Alnus inca,CS_70,IR & GR,2019-07-18,W2,69,0.4,4.5
Alnus inca,CS_70,IR & GR,2019-07-18,W3,148,1,5.32
Alnus inca,CS_70,IR & GR,2019-07-18,W4,40,0.4,10
Osmundastrum cinmomea,CS_71,IR & GR,2019-07-18,E1,119,0.4,0.5
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,E1,47,0.2,0.02
Picea maria,CS_71,IR & GR,2019-07-18,E1,89,1.6,0.7
Rhododendron groenlandicum,CS_71,IR & GR,2019-07-18,E1,42,0.3,2.23
Picea maria,CS_71,IR & GR,2019-07-18,E2,48,0.1,2.22
Rhododendron groenlandicum,CS_71,IR & GR,2019-07-18,E2,78,0.8,2.63
Rhododendron groenlandicum,CS_71,IR & GR,2019-07-18,E3,44,0.3,2.72
Rhododendron groenlandicum,CS_71,IR & GR,2019-07-18,E4,56,0.5,2.8
Alnus inca,CS_71,IR & GR,2019-07-18,E1,127,2.1,2.82
Alnus inca,CS_71,IR & GR,2019-07-18,E2,179,2.1,2.91
Alnus inca,CS_71,IR & GR,2019-07-18,E3,92,0.9,2.92
Alnus inca,CS_71,IR & GR,2019-07-18,E4,130,1.3,3.05
Alnus inca,CS_71,IR & GR,2019-07-18,E5,99,0.9,3.09
Picea maria,CS_71,IR & GR,2019-07-18,E2,70,1.5,3.81
Rhododendron groenlandicum,CS_71,IR & GR,2019-07-18,E5,42,0.2,6.04
Viburnum Spp.,CS_71,IR & GR,2019-07-18,E1,62,0.8,9.3
Picea maria,CS_71,IR & GR,2019-07-18,E3,81,1.4,9.4
Picea maria,CS_71,IR & GR,2019-07-18,E4,158,5.1,9.35
Viburnum Spp.,CS_71,IR & GR,2019-07-18,E2,60,0.9,9.7
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,N1,57,0.2,0.55
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,N2,59,0.3,0.82
Alnus inca,CS_71,IR & GR,2019-07-18,N1,131,1,0.55
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,N3,77,0.4,0.9
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,N4,48,0.2,0.97
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,N5,59,0.3,1.07
Rhododendron cadense,CS_71,IR & GR,2019-07-18,N1,47,0.2,1.32
Osmundastrum cinmomea,CS_71,IR & GR,2019-07-18,N1,67,0.3,1.95
Picea maria,CS_71,IR & GR,2019-07-18,N1,150,2.9,2
Osmundastrum cinmomea,CS_71,IR & GR,2019-07-18,N2,94,0.3,2.48
Alnus inca,CS_71,IR & GR,2019-07-18,N2,92,0.9,3.06
Alnus inca,CS_71,IR & GR,2019-07-18,N3,158,1.6,3.38
Picea maria,CS_71,IR & GR,2019-07-18,N2,41,0.7,4
Orioclea sensibilis,CS_71,IR & GR,2019-07-18,N1,57,0.2,5.57
Picea maria,CS_71,IR & GR,2019-07-18,N3,115,2.1,5.65
Alnus inca,CS_71,IR & GR,2019-07-18,N4,63,0.4,6.68
Alnus inca,CS_71,IR & GR,2019-07-18,N5,128,0.9,6.96
Viburnum Spp.,CS_71,IR & GR,2019-07-18,N1,43,0.4,8.49
Picea maria,CS_71,IR & GR,2019-07-18,N4,83,1.8,9.08
Osmundastrum cinmomea,CS_71,IR & GR,2019-07-18,N3,78,0.3,10
Picea maria,CS_71,IR & GR,2019-07-18,W1,92,0.9,0.61
Picea maria,CS_71,IR & GR,2019-07-18,W2,148.5,1.8,1.27
Picea maria,CS_71,IR & GR,2019-07-18,W3,46.5,0.7,1.14
Picea maria,CS_71,IR & GR,2019-07-18,W4,109,1.5,1.9
Alnus inca,CS_71,IR & GR,2019-07-18,W1,200,1,3.6
Alnus inca,CS_71,IR & GR,2019-07-18,W2,180,3,4.31
Alnus inca,CS_71,IR & GR,2019-07-18,W3,68,0.9,4.54
Alnus inca,CS_71,IR & GR,2019-07-18,W4,150,0.8,4.46
Viburnum Spp.,CS_71,IR & GR,2019-07-18,W1,45.5,0.5,6.11
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,S1,43,0.2,0.32
Alnus inca,CS_71,IR & GR,2019-07-18,S1,178.5,1,0.7
Alnus inca,CS_71,IR & GR,2019-07-18,S2,174,1.5,0.81
Alnus inca,CS_71,IR & GR,2019-07-18,S3,120,0.9,0.64
Alnus inca,CS_71,IR & GR,2019-07-18,S4,138,0.8,0.89
Alnus inca,CS_71,IR & GR,2019-07-18,S5,146,1,0.6
Osmundastrum cinmomea,CS_71,IR & GR,2019-07-18,S1,110,0.6,1.05
Viburnum Spp.,CS_71,IR & GR,2019-07-18,S1,63,0.5,2.19
Viburnum Spp.,CS_71,IR & GR,2019-07-18,S2,54,0.4,2.5
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,S2,46,0.3,2.65
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,S3,78,0.4,2.7
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,S4,63,0.4,2.7
Picea maria,CS_71,IR & GR,2019-07-18,S1,110,2,2.38
Kalmia angustifolia,CS_71,IR & GR,2019-07-18,S5,44,0.3,2.84
Viburnum Spp.,CS_71,IR & GR,2019-07-18,S3,42,0.4,2.6
Chamaedaphne calyculata,CS_71,IR & GR,2019-07-18,S1,70,0.7,4.54
Chamaedaphne calyculata,CS_71,IR & GR,2019-07-18,S2,59,0.3,4.85
Chamaedaphne calyculata,CS_71,IR & GR,2019-07-18,S3,72,0.3,5.16
Chamaedaphne calyculata,CS_71,IR & GR,2019-07-18,S4,53,0.4,5.2
Chamaedaphne calyculata,CS_71,IR & GR,2019-07-18,S5,40,0.3,5.32
Rhododendron groenlandicum,CS_71,IR & GR,2019-07-18,S1,42,0.4,8.97
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,N1,94,1.07,1
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,N2,69,1.34,1
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,N3,193,3.3,1.3
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,N4,61,1.5,1.3
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,N5,149,2.5,1.8
Picea glauca,CS_72,YW & AM,2019-07-14,E1,177,3.4,5
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,E1,57,0.4,5.2
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,E2,69,0.35,5.25
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,E3,50,0.2,5.75
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,E4,54,0.4,5.95
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,E5,66,0.6,9.1
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,S1,77,0.7,1.9
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,S2,50,0.3,1.8
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,S3,42,0.35,1.8
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,S4,66,0.45,2.3
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,S5,74,0.6,2.8
Aralia nudicaulis,CS_72,YW & AM,2019-07-14,S1,41,0.15,4.9
Picea glauca,CS_72,YW & AM,2019-07-14,S1,129,0.28,6.6
Picea glauca,CS_72,YW & AM,2019-07-14,S2,81,1.95,7.6
Rhododendron groenlandicum,CS_72,YW & AM,2019-07-14,S1,54,0.4,10
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,W1,54,0.55,3
Abies balsamea,CS_72,YW & AM,2019-07-14,W1,47,1.05,7
Kalmia angustifolia,CS_72,YW & AM,2019-07-14,W2,42,0.4,8.9
